source_file,column_name,dtype,missing_count,missing_percentage,sample_values,status
b4_ba6.dta,hhid14_9,object,0,0.0,001220000 | 001250000 | 002040000 | 002044100 | 002060000,needs_codebook_validation
b4_ba6.dta,pid14,float64,0,0.0,2.0 | 8.0 | 3.0 | 6.0 | 5.0,needs_codebook_validation
b4_ba6.dta,ba63a,float64,0,0.0,1.0 | 2.0 | 3.0 | 4.0 | 5.0,needs_codebook_validation
b4_ba6.dta,baar00,category,18619,100.0,,needs_codebook_validation
b4_ba6.dta,ba63cx,category,0,0.0,1:Biological | 6:Duplicate | 2:Step | 3:Adopted | 7:Not child,needs_codebook_validation
b4_ba6.dta,ba63c,float64,17415,93.53,4.0 | 5.0 | 1.0 | 3.0 | 7.0,needs_codebook_validation
b4_ba6.dta,ba64,category,1340,7.2,1:Male | 3:Female,needs_codebook_validation
b4_ba6.dta,ba64a,category,6140,32.98,27.0 | 25.0 | 23.0 | 14.0 | 99:Missing,needs_codebook_validation
b4_ba6.dta,ba64bx,category,1340,7.2,1:Preprinted | 8:New,needs_codebook_validation
b4_ba6.dta,ba64bmt,float64,1743,9.36,9.0 | 4.0 | 11.0 | 12.0 | 10.0,needs_codebook_validation
b4_ba6.dta,ba64byr,float64,1743,9.36,1980.0 | 1982.0 | 1984.0 | 1993.0 | 1990.0,needs_codebook_validation
b4_ba6.dta,ba64c,category,1743,9.36,3:No | 1:Yes,needs_codebook_validation
b4_ba6.dta,ba65,category,11760,63.16,1:Yes | 3:No | 8:Don't know,needs_codebook_validation
b4_ba6.dta,ba65ax,category,18169,97.58,8:Don't know | 1:Month given,needs_codebook_validation
b4_ba6.dta,ba65mt,float64,18227,97.89,98.0 | 9.0 | 8.0 | 6.0 | 10.0,needs_codebook_validation
b4_ba6.dta,ba65ayr,float64,18227,97.89,2002.0 | 2011.0 | 2010.0 | 2000.0 | 2006.0,needs_codebook_validation
b4_ba6.dta,ba66x,category,11760,63.16,1:Given | 8:Don't know,needs_codebook_validation
b4_ba6.dta,ba66,float64,11909,63.96,34.0 | 32.0 | 30.0 | 21.0 | 24.0,needs_codebook_validation
b4_ba6.dta,ba66a,category,11909,63.96,1:Yes | 3:No,needs_codebook_validation
b4_ba6.dta,ba67,category,12445,66.84,2:Married | 1:Unmarried | 5:Widow/widower | 8:Don't know | 4:Divorced,needs_codebook_validation
b4_ba6.dta,ba68,category,12445,66.84,"61:University S1 | 2:Grade school | 3:General jhigh | 6:Vocational shigh (SMK) | 60:Diploma (D1,D2,D3)",needs_codebook_validation
b4_ba6.dta,ba69,category,12445,66.84,3 | 2 | 7:Graduated | 1 | 0:Did not complete St grade at this level,needs_codebook_validation
b4_ba6.dta,ba70,category,12445,66.84,1:In the same village | 4:In the same province | 14:Riau | 31:Jakarta | 13:West Sumatra,needs_codebook_validation
b4_ba6.dta,ba78,category,12565,67.48,1:Yes | 3:No | 6:Not applicable | 8:Don't know,needs_codebook_validation
b4_ba6.dta,ba79,category,12565,67.48,1:With father and mother | 4:Not with father and mother | 3:With mother only | 2:With father only,needs_codebook_validation
b4_ba6.dta,ba80,category,12565,67.48,1:Working/trying to get work/helping to earn income | 3:Attending school | 4:Housekeeping | 2:Job searching | 95:Don't know,needs_codebook_validation
b4_ba6.dta,ba81,category,14901,80.03,4:Government worker/employee | 6:Unpaid family worker | 5:Private worker/employee | 2:Self employed assisted by unreguler workers | 1:Self-employed,needs_codebook_validation
b4_ba6.dta,ba83a,category,12565,67.48,1:Still alive | 8:Don't know | 5:Has died more then 1months ago | 3:Has died in the last 1months,needs_codebook_validation
b4_ba6.dta,ba84,category,12635,67.86,5:Everyday | 2:At least once a year | 3:At least once a month | 1:Never | 4:At least once a week,needs_codebook_validation
b4_ba6.dta,ba84a,category,14166,76.08,3:At least once a month | 1:Never | 4:At least once a week | 5:Everyday | 2:At least once a year,needs_codebook_validation
b4_ba6.dta,ba84b,category,14846,79.74,1:Never | 4:At least once a week | 3:At least once a month | 5:Everyday | 2:At least once a year,needs_codebook_validation
b4_ba6.dta,ba87a,category,12635,67.86,3:No | 1:Yes | 7:Unwilling to answer,needs_codebook_validation
b4_ba6.dta,ba88,object,0,0.0, | G | A | D | H,needs_codebook_validation
b4_ba6.dta,ba88g1,category,18292,98.24,2.0 | 5.0 | 40.0 | 1.0 | 6.0,needs_codebook_validation
b4_ba6.dta,ba88g2,category,18292,98.24,3:Days | 5:Months,needs_codebook_validation
b4_ba6.dta,ba88h1,category,18590,99.84,7.0 | 3.0 | 1.0 | 4.0 | 6.0,needs_codebook_validation
b4_ba6.dta,ba88h2,category,18590,99.84,3:Days | 5:Months,needs_codebook_validation
b4_ba6.dta,ba89a,category,12635,67.86,3:No | 1:Yes | 7:Unwilling to answer,needs_codebook_validation
b4_ba6.dta,ba90,object,0,0.0, | G | H | A | AD,needs_codebook_validation
b4_ba6.dta,ba90g1,category,18133,97.39,1.0 | 7.0 | 108.0 | 48.0 | 2.0,needs_codebook_validation
b4_ba6.dta,ba90g2,category,18133,97.39,3:Days | 5:Months,needs_codebook_validation
b4_ba6.dta,ba90h1,category,18509,99.41,2.0 | 7.0 | 1.0 | 88.0 | 365.0,needs_codebook_validation
b4_ba6.dta,ba90h2,category,18509,99.41,5:Months | 3:Days,needs_codebook_validation
b4_ba6.dta,hhid14,object,0,0.0,0012200 | 0012500 | 0020400 | 0020441 | 0020600,needs_codebook_validation
b4_ba6.dta,pidlink,object,0,0.0,001220002 | 001250008 | 002040002 | 002040003 | 002060006,needs_codebook_validation
b4_ba6.dta,ba88a,float64,16494,88.59,5500000.0 | 500000.0 | 1000000.0 | 1500000.0 | 300000.0,needs_codebook_validation
b4_ba6.dta,ba88d,float64,17076,91.71,70000.0 | 200000.0 | 300000.0 | 100000.0 | 1000000.0,needs_codebook_validation
b4_ba6.dta,ba88v,float64,18614,99.97,7000000.0 | 750000.0 | 100000.0 | 6000000.0 | 280000.0,needs_codebook_validation
b4_ba6.dta,ba90a,float64,15820,84.97,1000000.0 | 500000.0 | 700000.0 | 50000.0 | 200000.0,needs_codebook_validation
b4_ba6.dta,ba90d,float64,17079,91.73,300000.0 | 20000.0 | 200000.0 | 150000.0 | 100000.0,needs_codebook_validation
b4_ba6.dta,ba90v,float64,18613,99.97,35000.0 | 100000.0 | 400000.0 | 700000.0 | 200000.0,needs_codebook_validation
b4_ba6.dta,ba00a,category,0,0.0,1:RESPONDENT HAS A CHILD ROSTER FOR BOOK4,needs_codebook_validation
b4_ba6.dta,ba63n,float64,0,0.0,10.0 | 2.0 | 7.0 | 3.0 | 6.0,needs_codebook_validation
b4_ba6.dta,ba90x,category,0,0.0,2:Yes | 3:No,needs_codebook_validation
b4_ba6.dta,version,float64,0,0.0,1.3,needs_codebook_validation
b4_ba6.dta,module,object,0,0.0,B4_BA6,needs_codebook_validation
b4_bf.dta,hhid14_9,object,0,0.0,001060004 | 001060000 | 001080003 | 001220000 | 001224100,needs_codebook_validation
b4_bf.dta,pid14,float64,0,0.0,1.0 | 7.0 | 2.0 | 25.0 | 8.0,needs_codebook_validation
b4_bf.dta,bf00,category,0,0.0,3:New respondent | 1:Panel with child listed at CH0A | 2:Panel with no child listed at CH0A,needs_codebook_validation
b4_bf.dta,bf02,category,5374,44.09,12.0 | 4.0 | 8.0 | 10.0 | 15.0,needs_codebook_validation
b4_bf.dta,bf03,category,5374,44.09,1:Yes | 3:No,needs_codebook_validation
b4_bf.dta,bf04,category,9090,74.58,1:Yes | 3:No | 9:Missing,needs_codebook_validation
b4_bf.dta,bf05x,category,9245,75.85,1:Given | 88:Died before ever fed | 99:Missing | 96:Not yet fed,needs_codebook_validation
b4_bf.dta,bf05,category,9278,76.12,1.0 | 3.0 | 5.0 | 2.0 | 4.0,needs_codebook_validation
b4_bf.dta,bf051,category,9278,76.12,3:Days | 5:Months | 4:Weeks,needs_codebook_validation
b4_bf.dta,bf06x,category,9245,75.85,1:Given | 88:Died before ever fed | 96:Not yet fed | 99:Missing,needs_codebook_validation
b4_bf.dta,bf06,category,9297,76.28,4.0 | 3.0 | 9.0 | 1.0 | 6.0,needs_codebook_validation
b4_bf.dta,bf061,category,9297,76.28,5:Months | 4:Weeks | 3:Days,needs_codebook_validation
b4_bf.dta,bf07x,category,9245,75.85,5:Months | 96:Still breastfeeding | 88:Died while breastfeeding | 99:Missing,needs_codebook_validation
b4_bf.dta,bf07,category,9307,76.36,17.0 | 3.0 | 12.0 | 13.0 | 20.0,needs_codebook_validation
b4_bf.dta,bf08,object,0,0.0, | V | Q | G | R,needs_codebook_validation
b4_bf.dta,bf09,float64,0,0.0,6.0 | 1.0 | 9.0 | 5.0 | 4.0,needs_codebook_validation
b4_bf.dta,bf09x,category,0,0.0,5:Months | 4:Weeks | 3:Days | 99:Missing,needs_codebook_validation
b4_bf.dta,hhid14,object,0,0.0,0010651 | 0010600 | 0010851 | 0012200 | 0012241,needs_codebook_validation
b4_bf.dta,pidlink,object,0,0.0,001060004 | 001060007 | 001080012 | 001220002 | 001220011,needs_codebook_validation
b4_bf.dta,version,float64,0,0.0,1.3,needs_codebook_validation
b4_bf.dta,module,object,0,0.0,B4_BF,needs_codebook_validation
b4_br.dta,hhid14_9,object,0,0.0,001060004 | 001060000 | 001080003 | 001220000 | 001224100,needs_codebook_validation
b4_br.dta,pid14,float64,0,0.0,1.0 | 7.0 | 2.0 | 25.0 | 8.0,needs_codebook_validation
b4_br.dta,br00x,category,0,0.0,3:New respondent | 1:Panel Respondent,needs_codebook_validation
b4_br.dta,br00a,category,4301,34.48,1:Has child roster and a child listed at CH00a | 3:No child roster | 2:Has child roster and no child listed at CH00a,needs_codebook_validation
b4_br.dta,br01,category,6067,48.64,1:Yes | 3:No,needs_codebook_validation
b4_br.dta,br02,category,7003,56.14,1:Yes | 3:No,needs_codebook_validation
b4_br.dta,br03,float64,7408,59.39,0.0 | 2.0 | 3.0 | 1.0 | 4.0,needs_codebook_validation
b4_br.dta,br04,float64,7408,59.39,2.0 | 3.0 | 1.0 | 0.0 | 4.0,needs_codebook_validation
b4_br.dta,br05,category,7003,56.14,1:Yes | 3:No,needs_codebook_validation
b4_br.dta,br06,float64,11542,92.53,2.0 | 1.0 | 0.0 | 3.0 | 5.0,needs_codebook_validation
b4_br.dta,br07,float64,11542,92.53,0.0 | 1.0 | 5.0 | 4.0 | 2.0,needs_codebook_validation
b4_br.dta,br08,category,6067,48.64,1:Yes | 3:No,needs_codebook_validation
b4_br.dta,br09,float64,12019,96.35,1.0 | 2.0 | 0.0 | 3.0 | 5.0,needs_codebook_validation
b4_br.dta,br10,float64,12019,96.35,0.0 | 3.0 | 1.0 | 2.0,needs_codebook_validation
b4_br.dta,br11,category,6067,48.64,3:No | 1:Yes,needs_codebook_validation
b4_br.dta,br12,float64,12271,98.37,2.0 | 1.0 | 0.0,needs_codebook_validation
b4_br.dta,br13,category,6067,48.64,3:No | 1:Yes,needs_codebook_validation
b4_br.dta,br14,float64,11352,91.01,1.0 | 2.0 | 4.0 | 3.0 | 5.0,needs_codebook_validation
b4_br.dta,br15,float64,6067,48.64,5.0 | 9.0 | 7.0 | 0.0 | 6.0,needs_codebook_validation
b4_br.dta,br15x,category,6067,48.64,1:Yes,needs_codebook_validation
b4_br.dta,br16,float64,6067,48.64,0.0 | 1.0 | 2.0 | 4.0 | 3.0,needs_codebook_validation
b4_br.dta,br16x,category,6067,48.64,1:Yes,needs_codebook_validation
b4_br.dta,br16a,category,6263,50.21,3:No | 2:Yes,needs_codebook_validation
b4_br.dta,ba00a,category,5687,45.59,1:RESPONDENT HAS A CHILD ROSTER FOR BOOK4 | 3:RESPONDENT HAS NO PREPRINTED/NEW RESPONDENT,needs_codebook_validation
b4_br.dta,ba63n,float64,5876,47.11,10.0 | 2.0 | 7.0 | 3.0 | 6.0,needs_codebook_validation
b4_br.dta,ba90x,category,5876,47.11,2:Yes | 3:No,needs_codebook_validation
b4_br.dta,hhid14,object,0,0.0,0010651 | 0010600 | 0010851 | 0012200 | 0012241,needs_codebook_validation
b4_br.dta,pidlink,object,0,0.0,001060004 | 001060007 | 001080012 | 001220002 | 001220011,needs_codebook_validation
b4_br.dta,version,float64,0,0.0,1.3,needs_codebook_validation
b4_br.dta,module,object,0,0.0,B4_BR,needs_codebook_validation
b4_bx6.dta,hhid14_9,object,0,0.0,001060000 | 001240005 | 001240009 | 002020000 | 002184100,needs_codebook_validation
b4_bx6.dta,pid14,float64,0,0.0,7.0 | 2.0 | 11.0 | 1.0 | 5.0,needs_codebook_validation
b4_bx6.dta,bx63a1,float64,0,0.0,1.0 | 2.0 | 3.0 | 4.0 | 5.0,needs_codebook_validation
b4_bx6.dta,bxar00,object,0,0.0,001060004 | 96 | 03 | 002020008 | 002220004,needs_codebook_validation
b4_bx6.dta,bx63cx,category,0,0.0,2:Step child | 3:No | 1:Yes | 7:Not a child | 8:Don't know,needs_codebook_validation
b4_bx6.dta,bx63c,float64,2126,100.0,,needs_codebook_validation
b4_bx6.dta,bx64,category,293,13.78,3:Female | 1:Male,needs_codebook_validation
b4_bx6.dta,bx64a,category,2126,100.0,,needs_codebook_validation
b4_bx6.dta,bx64bx,category,293,13.78,1:Month/year | 8:Don't know,needs_codebook_validation
b4_bx6.dta,bx64bmt,float64,846,39.79,98.0 | 8.0 | 7.0 | 3.0 | 4.0,needs_codebook_validation
b4_bx6.dta,bx64byr,float64,846,39.79,9998.0 | 1983.0 | 1987.0 | 1989.0 | 1991.0,needs_codebook_validation
b4_bx6.dta,bx65,category,293,13.78,1:Yes | 3:No | 8:Don't know,needs_codebook_validation
b4_bx6.dta,bx65ax,category,2098,98.68,1:Given month and year | 8:Don't know,needs_codebook_validation
b4_bx6.dta,bx65amt,float64,2103,98.92,98.0 | 3.0 | 10.0 | 8.0 | 12.0,needs_codebook_validation
b4_bx6.dta,bx65ayr,float64,2103,98.92,2013.0 | 2004.0 | 2010.0 | 2006.0 | 9998.0,needs_codebook_validation
b4_bx6.dta,bx66x,category,293,13.78,1:Enter age in years | 8:Don't know,needs_codebook_validation
b4_bx6.dta,bx66,category,499,23.47,22.0 | 31.0 | 27.0 | 25.0 | 23.0,needs_codebook_validation
b4_bx6.dta,bx66a,category,499,23.47,1:Yes | 3:No,needs_codebook_validation
b4_bx6.dta,bx67,category,653,30.71,2:Married | 1:Unmarried | 8:Don't know | 4:Divorced | 5:Widow/widower,needs_codebook_validation
b4_bx6.dta,bx68,category,653,30.71,2:Grade school | 1:None | 3:General jhigh | 5:General shigh (SLA) | 6:Vocational shigh (SMK),needs_codebook_validation
b4_bx6.dta,bx69,category,653,30.71,2 | 96:No school | 0:Did not complete St grade at this level | 7:Graduated | 1,needs_codebook_validation
b4_bx6.dta,bx70,category,653,30.71,4:In the same province | 1:In the same village | 2:In the same subdistrict | 3:In the same district | 14:Riau,needs_codebook_validation
b4_bx6.dta,bx78,category,734,34.52,3:No | 1:Yes | 8:Don't know | 6:NA,needs_codebook_validation
b4_bx6.dta,bx79,category,734,34.52,2:With Father only | 1:With Father and mother | 3:With Mother only | 4:Not with father and mother,needs_codebook_validation
b4_bx6.dta,bx80,category,734,34.52,1:Working/trying to get work/helping to earn income | 98:Don't know | 4:Housekeeping | 3:Attending school | 6:Stay at home,needs_codebook_validation
b4_bx6.dta,bx81,category,1329,62.51,5:Private worker | 8:Casual worker not in agriculture | 2:Self employed with  unpaid family/temporary worker | 6:Unpaid family worker | 4:Government worker,needs_codebook_validation
b4_bx6.dta,bx83a,category,734,34.52,1:Still alive | 8:Don't know | 5:Has died more than 1months ago | 3:Has died in the last 1months,needs_codebook_validation
b4_bx6.dta,bx84,category,758,35.65,2:At least once a year | 5:Everyday | 4:At least once a week | 1:Never | 3:At least once a month,needs_codebook_validation
b4_bx6.dta,bx84a,category,955,44.92,1:Never | 3:At least once a month | 4:At least once a week | 5:Everyday | 2:At least once a year,needs_codebook_validation
b4_bx6.dta,bx84b,category,982,46.19,1:Never | 3:At least once a month | 4:At least once a week | 2:At least once a year | 5:Everyday,needs_codebook_validation
b4_bx6.dta,bx87a,category,797,37.49,3:No | 1:Yes | 7:Unwilling to answer,needs_codebook_validation
b4_bx6.dta,bx88,object,0,0.0, | AD | A | D | G,needs_codebook_validation
b4_bx6.dta,bx88g1,category,2107,99.11,12.0 | 6.0 | 9.0 | 15.0 | 1.0,needs_codebook_validation
b4_bx6.dta,bx88g2,category,2107,99.11,5:Months | 3:Days,needs_codebook_validation
b4_bx6.dta,bx88h1,category,2124,99.91,3.0 | 2.0,needs_codebook_validation
b4_bx6.dta,bx88h2,category,2124,99.91,3:Days,needs_codebook_validation
b4_bx6.dta,bx89a,category,797,37.49,1:Yes | 3:No | 7:Unwilling to answer,needs_codebook_validation
b4_bx6.dta,bx90,object,0,0.0,A |  | V | D | G,needs_codebook_validation
b4_bx6.dta,bx90g1,category,2096,98.59,3.0 | 1.0 | 2.0 | 12.0 | 14.0,needs_codebook_validation
b4_bx6.dta,bx90g2,category,2096,98.59,3:Days | 5:Months,needs_codebook_validation
b4_bx6.dta,bx90h1,category,2122,99.81,15.0 | 60.0 | 3.0 | 1.0,needs_codebook_validation
b4_bx6.dta,bx90h2,category,2122,99.81,3:Days,needs_codebook_validation
b4_bx6.dta,hhid14,object,0,0.0,0010600 | 0012451 | 0012452 | 0020200 | 0021841,needs_codebook_validation
b4_bx6.dta,pid,float64,0,0.0,7.0 | 2.0 | 11.0 | 1.0 | 5.0,needs_codebook_validation
b4_bx6.dta,pidlink,object,0,0.0,001060007 | 001240005 | 001240009 | 002020011 | 002180007,needs_codebook_validation
b4_bx6.dta,bx88a,float64,1839,86.5,150000.0 | 2500000.0 | 50000.0 | 20000000.0 | 19630000.0,needs_codebook_validation
b4_bx6.dta,bx88d,float64,1951,91.77,75000.0 | 100000.0 | 840000.0 | 1000000.0 | 50000.0,needs_codebook_validation
b4_bx6.dta,bx88v,float64,2125,99.95,150000.0,needs_codebook_validation
b4_bx6.dta,bx90a,float64,1893,89.04,10000.0 | 1500000.0 | 200000.0 | 400000.0 | 50000.0,needs_codebook_validation
b4_bx6.dta,bx90d,float64,1955,91.96,100000.0 | 50000.0 | 300000.0 | 30000.0 | 200000.0,needs_codebook_validation
b4_bx6.dta,bx90v,float64,2122,99.81,200000.0 | 100000.0,needs_codebook_validation
b4_bx6.dta,bxn,float64,0,0.0,1.0 | 4.0 | 2.0 | 3.0 | 5.0,needs_codebook_validation
b4_bx6.dta,bx90x,category,0,0.0,3:No => EP | 2:Yes,needs_codebook_validation
b4_bx6.dta,version,float64,0,0.0,1.3,needs_codebook_validation
b4_bx6.dta,module,object,0,0.0,B4_BX6,needs_codebook_validation
b4_ch0.dta,hhid14_9,object,0,0.0,001060004 | 001060000 | 001080003 | 001220000 | 001224100,needs_codebook_validation
b4_ch0.dta,pid14,float64,0,0.0,1.0 | 7.0 | 2.0 | 25.0 | 8.0,needs_codebook_validation
b4_ch0.dta,ch00,category,286,2.29,3:New respondent | 1:Panel respondent with child listed at CH0A | 2:Panel respondent with no child listed at CH0A,needs_codebook_validation
b4_ch0.dta,ch01aa,category,5661,45.38,1:Yes | 3:No,needs_codebook_validation
b4_ch0.dta,ch01ab,float64,9076,72.76,1.0 | 4.0 | 2.0 | 3.0 | 5.0,needs_codebook_validation
b4_ch0.dta,ch01ad,float64,9099,72.94,1.0 | 4.0 | 2.0 | 3.0 | 5.0,needs_codebook_validation
b4_ch0.dta,ch01ae,float64,9099,72.94,0.0 | 3.0 | 1.0 | 2.0 | 5.0,needs_codebook_validation
b4_ch0.dta,ch01acx,category,9076,72.76,3:No | 1:Yes,needs_codebook_validation
b4_ch0.dta,ch01ac,category,9076,72.76,0:No | 1:Yes,needs_codebook_validation
b4_ch0.dta,ch02a,float64,9076,72.76,1.0 | 4.0 | 2.0 | 3.0 | 5.0,needs_codebook_validation
b4_ch0.dta,ch01ba,float64,7101,56.93,5.0 | 9.0 | 7.0 | 0.0 | 6.0,needs_codebook_validation
b4_ch0.dta,ch01bb,float64,7101,56.93,0.0 | 1.0 | 2.0 | 4.0 | 3.0,needs_codebook_validation
b4_ch0.dta,ch01bcx,category,7101,56.93,3:No | 1:Yes,needs_codebook_validation
b4_ch0.dta,ch01bc,category,7101,56.93,0:Not pregnant | 1:Pregnant,needs_codebook_validation
b4_ch0.dta,ch02b,float64,7101,56.93,5.0 | 10.0 | 7.0 | 0.0 | 2.0,needs_codebook_validation
b4_ch0.dta,chp00x,category,12188,97.71,1:Yes | 3:No,needs_codebook_validation
b4_ch0.dta,ch03,float64,4155,33.31,5.0 | 10.0 | 7.0 | 1.0 | 2.0,needs_codebook_validation
b4_ch0.dta,chp03,category,12348,98.99,1.0 | 2.0,needs_codebook_validation
b4_ch0.dta,ch11,category,12474,100.0,,needs_codebook_validation
b4_ch0.dta,ch42b,category,288,2.31,3:No | 1:Yes | 9:Missing,needs_codebook_validation
b4_ch0.dta,bxn,float64,11323,90.77,1.0 | 4.0 | 2.0 | 3.0 | 0.0,needs_codebook_validation
b4_ch0.dta,bx90x,category,11323,90.77,3:No => EP | 2:Yes,needs_codebook_validation
b4_ch0.dta,hhid14,object,0,0.0,0010651 | 0010600 | 0010851 | 0012200 | 0012241,needs_codebook_validation
b4_ch0.dta,pid,float64,0,0.0,1.0 | 7.0 | 2.0 | 25.0 | 8.0,needs_codebook_validation
b4_ch0.dta,pidlink,object,0,0.0,001060004 | 001060007 | 001080012 | 001220002 | 001220011,needs_codebook_validation
b4_ch0.dta,version,float64,0,0.0,1.3,needs_codebook_validation
b4_ch0.dta,module,object,0,0.0,B4_CH0,needs_codebook_validation
b4_ch1.dta,hhid14_9,object,0,0.0,001060004 | 001060000 | 001080003 | 001220000 | 001224100,needs_codebook_validation
b4_ch1.dta,pid14,float64,0,0.0,1.0 | 7.0 | 2.0 | 25.0 | 8.0,needs_codebook_validation
b4_ch1.dta,ch05,float64,0,0.0,1.0 | 2.0 | 3.0 | 4.0 | 5.0,needs_codebook_validation
b4_ch1.dta,ch06,category,0,0.0,2:Live birth | 4:Miscarriage | 3:Still birth | 1:Is pregnant,needs_codebook_validation
b4_ch1.dta,ch06a,category,2734,18.28,3:No | 1:Yes,needs_codebook_validation
b4_ch1.dta,ch07_id,category,2734,18.28,51:Not Live in this HH | 3.0 | 52:Died | 4.0 | 8.0,needs_codebook_validation
b4_ch1.dta,ch08,category,2734,18.28,1:Male | 3:Female,needs_codebook_validation
b4_ch1.dta,ch09x,category,666,4.45,1:Date given | 8:Don't Know,needs_codebook_validation
b4_ch1.dta,ch09day,float64,1003,6.71,22.0 | 21.0 | 98.0 | 9.0 | 17.0,needs_codebook_validation
b4_ch1.dta,ch09mth,category,1003,6.71,2:February | 6:June | 98:Don't know | 4:April | 11:November,needs_codebook_validation
b4_ch1.dta,ch09yr,category,1003,6.71,2008.0 | 2010.0 | 2012.0 | 2013.0 | 1990.0,needs_codebook_validation
b4_ch1.dta,ch10a,category,14621,97.75,98:Don't Know | 27.0 | 40.0 | 36.0 | 21.0,needs_codebook_validation
b4_ch1.dta,ch10b,category,14621,97.75,9998:Don't Know | 2003.0 | 2012.0 | 1996.0 | 2006.0,needs_codebook_validation
b4_ch1.dta,ch17,category,153,1.02,9.0 | 8.0 | 37.0 | 3.0 | 4.0,needs_codebook_validation
b4_ch1.dta,ch17x,category,153,1.02,5:Months | 4:Weeks | 99:Missing,needs_codebook_validation
b4_ch1.dta,age,float64,153,1.02,7.0 | 5.0 | 3.0 | 2.0 | 0.0,needs_codebook_validation
b4_ch1.dta,hhid14,object,0,0.0,0010651 | 0010600 | 0010851 | 0012200 | 0012241,needs_codebook_validation
b4_ch1.dta,pidlink,object,0,0.0,001060004 | 001060007 | 001080012 | 001220002 | 001220011,needs_codebook_validation
b4_ch1.dta,ch12,category,153,1.02,1:Pregnancy ended before 1995 | 3:Pregnancy ended after 1994,needs_codebook_validation
b4_ch1.dta,ch13,category,8209,54.88,1:CH06=2 (live birth) | 3:CH06=1,needs_codebook_validation
b4_ch1.dta,ch14a,object,0,0.0, | W | D | DG | G,needs_codebook_validation
b4_ch1.dta,ch14,category,6749,45.12,3:No | 1:Yes | 8:Don't know | 9:Missing,needs_codebook_validation
b4_ch1.dta,ch15,object,0,0.0, | AV | A | F | G,needs_codebook_validation
b4_ch1.dta,ch15a,object,0,0.0, | V | A | F | C,needs_codebook_validation
b4_ch1.dta,ch15anmx,float64,7328,48.99,1.0 | 8.0 | 9.0,needs_codebook_validation
b4_ch1.dta,ch15aadx,float64,7328,48.99,1.0 | 8.0 | 9.0,needs_codebook_validation
b4_ch1.dta,ch15alcx,float64,7328,48.99,1.0 | 8.0 | 9.0,needs_codebook_validation
b4_ch1.dta,ch15aax,category,7328,48.99,3:Same | 1:Given | 8:Don't know | 9:Missing,needs_codebook_validation
b4_ch1.dta,ch15abx,category,7328,48.99,3:Same | 1:Given | 8:Don't know | 9:Missing,needs_codebook_validation
b4_ch1.dta,ch15acx,category,7328,48.99,3:Same | 1:Given | 8:Don't know | 9:Missing,needs_codebook_validation
b4_ch1.dta,ch15adx,category,7328,48.99,3:Same | 1:Given | 8:Don't know | 9:Missing,needs_codebook_validation
